"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Greece","GRC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Grenada","GRD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","18.1","16.4","15.8","15.8","15.8","15.8","15.7","15.9","15.7","15.8","15.8","16.3","16.3","16","15.3","15","15.2","","",
"Guam","GUM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","7.9","8.1","8.5","9","9.4","10","10.6","11.2","11.4","11.2","10.5","9.6","8.8","8.4","8.2","8.1","8.1","","",
"High income","HIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80583292865552","2.79935714707793","2.8017079572041","2.81071700143965","2.81815166754033","2.81760502035466","2.81127626621241","2.80798203803181","2.80675285333847","2.7973756651401","2.77571383390658","2.74919512773299","2.71449825115805","2.6941359519014","2.68041479605196","2.67706098692315","2.68829267976669","2.71328603193005","","",
"Hong Kong SAR, China","HKG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Honduras","HND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6","18.5","17.8","17.5","17.3","17","16.3","15.7","15.3","15.2","15.2","15.2","15.1","14.8","14.5","13.9","13.3","12.9","","",
"Heavily indebted poor countries (HIPC)","HPC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.414603693948","34.4427246733978","33.4760223370478","32.3797244596916","31.2116855532786","30.0470590805464","29.0677416956364","28.2007632930623","27.3726194828604","26.536182157688","25.7825072183813","25.1596143129929","24.6091382764959","24.2424574939694","23.9432997306841","23.9711841182679","24.1137389594826","24.3262345599654","","",
"Croatia","HRV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","7.8","5.8","4.4","3.5","2.9","2.5","2.5","2.5","2.5","2.5","2.6","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Haiti","HTI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.9","56","56.9","57.6","57.6","57.1","55.9","54.5","52.5","50.8","49.5","49.5","49.6","49.6","49.3","48.9","49","49.3","","",
"Hungary","HUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"IBRD only","IBD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9979867943893","15.1387964033186","15.371661669186","15.5032030615444","15.4818367112339","15.077456175722","14.3440590345541","13.5818111741827","12.8675827232844","12.2892847500519","11.8180724765746","11.3883188061232","11.0282796945386","10.61835609157","10.2171409405987","9.85590838637928","9.63098282004572","9.48313436682696","","",
"IDA & IBRD total","IBT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.446282493916","17.4603540278675","17.5788033484048","17.5239735668019","17.3062108553226","16.7573438894506","15.9961074892309","15.2542674754173","14.579802358351","14.0246313625341","13.5781678754285","13.1830209686837","12.9438893972996","12.6286835340983","12.3408634710409","12.1295685333327","12.067942042188","12.062437342453","","",
"IDA total","IDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6648877540197","27.0295663911679","26.5628837500222","25.6474654127031","24.5497021207877","23.3455638193786","22.408155031332","21.6656640526541","21.0629550346724","20.5146143797855","20.0765882703701","19.7246201771614","19.6447921577713","19.5719407238613","19.5818448037389","19.7812588089893","20.1622693682559","20.5170293919098","","",
"IDA blend","IDB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8393949769854","20.3676061327205","20.8486143150183","20.3292531538286","19.2568419456905","17.9481924801583","17.0368902919384","16.4658070188099","16.133731899025","15.8623238192615","15.6333036562483","15.4869949514445","15.4898633933719","15.7193376363361","16.0462113757398","16.5783705036791","17.4741647291229","18.3000516870836","","",
"Indonesia","IDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5","19.1","19.3","19.3","19.4","19.4","19.3","18.8","17.8","15.8","13.3","10.9","9.6","9","8.8","8.7","8.6","8.3","","",
"IDA only","IDX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3598694578961","31.0249587368853","29.9878735709428","28.8333077122939","27.7199986859449","26.5803125233995","25.6315437879405","24.7925064981039","24.0342928823116","23.325879997389","22.7693773741905","22.2992576640143","22.0605102517176","21.8145691924947","21.6421638716894","21.6494086035031","21.7313323015156","21.8117950205552","","",
"Isle of Man","IMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2","19.4","21","22.2","22.8","22.2","20.7","19.2","18.1","17.7","17.5","17.5","17.3","16.9","16.3","15.5","14.9","14.5","","",
"Not classified","INX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Iran, Islamic Rep.","IRN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","5.4","5.7","5.8","5.9","6.1","6.4","6.5","6.4","6.1","5.8","5.7","5.6","5.4","5.2","5.1","5","4.9","","",
"Iraq","IRQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3","26.9","26.6","27.1","27.4","28.2","29.3","30","29.7","28.5","27.3","26.6","26.4","26.7","27.3","28.2","28.8","29","","",
"Iceland","ISL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Israel","ISR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Italy","ITA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Jamaica","JAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","6.8","6.6","6.6","6.8","7","7.3","7.7","8.2","8.6","8.8","9","9.2","9.3","9.2","8.8","8.4","8","","",
"Jordan","JOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6","10.9","9","7.6","6.8","6.6","6.8","7.1","7.6","7.9","8.2","8.6","9.5","10.4","11.2","11.6","11.8","12.2","","",
"Japan","JPN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kazakhstan","KAZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.6","5.7","5.9","6.1","5.9","5.2","4.3","3.8","3.4","3.1","2.7","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kenya","KEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3","31.8","33.2","33","31.3","28.2","26.4","25.6","25.4","24.5","23.5","22.7","22.4","22.3","22.8","25","27.4","29.4","","",
"Kyrgyz Republic","KGZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3","15.8","14.4","12","10.3","9.7","10.1","10.2","9.8","9","8.3","7.8","7.3","6.9","6.6","6.6","6.8","7.1","","",
"Cambodia","KHM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.3","26","23.3","21.8","20.8","20","19.2","18.8","18.7","18.8","18.8","18.7","18.6","18.4","18.3","17.8","17.2","16.4","","",
"Kiribati","KIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.3","4.5","4.6","4.7","4.6","4.6","4.6","4.4","4.1","3.7","3.3","3.1","3.2","3.2","3.2","3","2.7","","",
"St. Kitts and Nevis","KNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kuwait","KWT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.6","2.8","","",
"Latin America & Caribbean (excluding high income)","LAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1435744769819","11.5268956817861","10.9761883239977","10.4475472360105","9.85485651014431","9.11652289417445","8.41312710810073","7.77359110982653","7.36513595922775","7.14252575696707","6.96266675640663","6.79069524127422","6.64386757478327","6.49860155390229","6.44340721643049","6.46958356327151","6.55657382921184","6.64760188471161","","",
"Lao PDR","LAO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7","36","33.9","31.4","29.1","27","25.9","24.7","23.9","22.3","21.1","19.6","18.7","17.8","17.3","16.8","16.7","16.5","","",
"Lebanon","LBN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.9","3.3","3.4","3.4","3.4","3.5","3.8","4.5","5.9","7.6","9.4","10.5","11.1","11.2","11","","",
"Liberia","LBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4","39.8","40.6","40.7","40","39.4","39","38.2","37.3","36.5","36.5","36.7","37.6","38.5","39.2","38.8","38.1","37.2","","",
"Libya","LBY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9576226949888","11.3512572741452","10.8072653485287","10.2996309870475","9.73581930789903","9.0223872910628","8.33353235517373","7.70499367581359","7.30506003598775","7.08340206178976","6.90037031861007","6.71957615693049","6.56310279307432","6.41551630076804","6.35488616184652","6.37170940697422","6.44638689487957","6.5274472917183","","",
"Least developed countries: UN classification","LDC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7935935424644","33.3790512271143","32.2547671252198","30.9912155045693","29.7868247596332","28.5531873592572","27.5113491137827","26.5647517200568","25.69268329509","24.8794987970399","24.2472682780051","23.6951143371557","23.2840471961425","22.9085907646186","22.6448787488708","22.6257313140025","22.7223246905053","22.817582795694","","",
"Low income","LIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8292559982085","35.9883408024267","35.0025922507318","33.8555468355385","32.6457669653763","31.5204196584801","30.6652143705007","29.8782561893036","29.1213592901909","28.2801630703068","27.5530137851852","26.9687568742442","26.6069956838057","26.5038108736114","26.6096179030513","26.9704128645901","27.3847305618428","27.7119619577075","","",
"Liechtenstein","LIE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","18.5","18.9","18.9","18.6","18.2","17.4","16.5","15.4","14.5","13.8","13","12.1","11.1","10.3","9.7","9.4","9","","",
"Lower middle income","LMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3992757954558","19.7449958106808","20.3341352998522","20.5758862948314","20.4965140238881","19.8075189378734","18.7407790343172","17.7018823346137","16.8635649448998","16.3197247160198","15.8779276889998","15.5548199880276","15.3721770801338","15.0475506369566","14.6652024243252","14.2700009896399","14.0821653665527","13.9882818676644","","",
"Low & middle income","LMY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6767176179514","17.6888808793113","17.8016898412395","17.7414570305558","17.5191631343288","16.9724415375383","16.2152113928154","15.4780008349939","14.8054980369222","14.2493371819826","13.8007097272294","13.4031247896642","13.1624727459417","12.8466689529847","12.5596162479362","12.3499878381691","12.2938445559746","12.2950673864112","","",
"Lesotho","LSO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6","13","12.6","12.3","11.9","11.7","11.7","12","12.3","12.5","12.7","13.1","13.2","13.1","13.1","13.2","13.4","13.1","","",
"Late-demographic dividend","LTE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.46311374266","14.1289676611812","13.7049223840072","13.3077087172384","12.9834427028075","12.6358247296592","12.1606199168594","11.6589063318249","11.0584579634129","10.4377162743025","9.94584330619864","9.37845521191203","8.9330940626797","8.41832081310773","7.96857497994424","7.66007193285196","7.50384297914045","7.43595730399124","","",
"Lithuania","LTU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Luxembourg","LUX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Latvia","LVA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","4.5","3.6","2.9","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Macao SAR, China","MAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6","21.9","20.2","18.1","16","14.6","14","13.8","14","14","13.7","13.2","12.6","12.2","11.9","11.6","11.4","11.2","","",
"St. Martin (French part)","MAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","6.7","6.4","6","5.7","5.7","5.6","5.5","5.5","5.4","5.2","4.9","4.6","4.2","3.8","3.5","3.4","3.4","","",
"Monaco","MCO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4","35.5","37","37.5","36.9","35","33.5","32.4","32.2","31.9","31.8","32.1","33.4","35.7","38.4","41.1","43","44.4","","",
"Maldives","MDV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14.6","15.5","16.6","17.6","18.2","18.1","17","15.2","13.2","11.7","11","11","11.1","11.1","10.8","10.5","10.3","","",
"Middle East & North Africa","MEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.44043385931169","9.38619987448277","9.44807987271349","9.5263635730542","9.58813568125886","9.61726255773578","9.56963346848726","9.44913595168592","9.28000795163343","8.96454383614092","8.65140986079252","8.43636779104514","8.3386487333454","8.42894650022255","8.64039250784431","8.9278160378244","9.23659722684511","9.46474724625058","","",
"Mexico","MEX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.4","4.8","5.5","5.8","5.5","5","4.7","4.7","4.7","4.6","4.6","4.5","4.3","4.1","3.9","3.7","3.6","","",
"Marshall Islands","MHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2203371641373","16.2771034874797","16.4546086887894","16.4601948909953","16.2981447370585","15.780649744148","15.0161185889278","14.2657316215812","13.5830935104302","13.0342471030225","12.5927018040349","12.1944497021467","11.9556879405151","11.603194167123","11.2616972719823","10.9792287625947","10.8574762433635","10.8049899554003","","",
"North Macedonia","MKD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","8.8","8.4","7.7","6.7","6.1","5.3","4.5","4.1","4.1","4.4","4.6","4.6","4.4","4.1","3.8","3.5","3.2","","",
"Mali","MLI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6","14","13.5","12.9","12.2","11.1","9.8","8.6","7.7","7.2","6.9","6.7","6.4","5.9","5.6","5.7","6","6.3","","",
"Malta","MLT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Myanmar","MMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3","44.9","41.3","38.2","35.3","32","28.5","24.9","21.6","19","16.9","15.3","14","12.9","11.8","11","10.6","10.6","","",
"Middle East & North Africa (excluding high income)","MNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0129239175077","9.9372227453582","9.9623285672828","10.0065986234465","10.0558542671109","10.0945911442236","10.0673882956029","9.94165637054185","9.76304023168957","9.42874049587411","9.13556387149768","8.95819555167457","8.93353932054818","9.08821823382537","9.36646345554931","9.68869504460075","9.99608249454248","10.1730697965876","","",
"Montenegro","MNE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Mongolia","MNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.1","33.4","32.7","32.5","32.2","31","29.1","26.6","24.2","22.2","20.8","19.5","18.4","16.7","15","13.4","13.1","13.4","","",
"Northern Mariana Islands","MNP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1","40.4","39.2","38.2","37.5","37","35.8","34.5","32.5","30.7","28.5","27.2","26.5","26.6","26.8","27.2","27.5","27.9","","",
"Mauritania","MRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","11.4","11.4","11.5","12.1","12.1","11.5","10.2","9.3","8.7","8.2","7.8","7.2","7.1","7.4","8.6","9.6","10.4","","",
"Mauritius","MUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","6.3","6","5.7","5.5","5.2","5.2","5","4.9","4.7","4.8","5.1","5.5","5.6","5.6","5.8","6.1","6.5","","",
"Malawi","MWI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.1","26.4","27","27.4","27.3","26.1","24.5","23.2","22.3","22","21.8","21.3","20.3","19","18.1","17.7","17.7","17.5","","",
"Malaysia","MYS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","3.2","3.5","3.7","3.8","3.9","4.1","4.2","4.2","4","3.7","3.5","3.4","3.2","3","2.8","2.6","2.5","","",
"North America","NAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Namibia","NAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2","24.4","24.3","24.3","24.5","25.1","26.7","29.5","33.3","36.4","37.4","36.1","33.9","32","30.9","29.7","28.5","27.3","","",
"New Caledonia","NCL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","7.5","7.6","7.8","8","8.2","8.2","8.2","8.1","8","7.7","7.5","7.3","7.2","7.2","7.2","7.2","7.1","","",
